name,year,nationality,width,height,mean_hue,mean_saturation,mean_brightness
study-for-anacreon,1834,French,355,480,0.05340362954058924,0.3837874041284879,0.44613458528951483
study-for-the-centurion-of-the-martyrdom-of-saint-symphorien,1834,French,376,480,0.19233239588812093,0.37890738431441723,0.3345152360589626
study-for-the-martyrdom-of-st-symphorien,1834,French,632,781,0.4086672175613751,0.3865963204495352,0.5931411717671721
study-for-the-martyrdom-of-st-symphorien,1834,French,758,578,0.12399609299283298,0.46409485030952985,0.39231475519241477
study-for-the-martyrdom-of-st-symphorien,,French,632,781,0.4086672175613751,0.3865963204495352,0.5931411717671721
study-for-the-martyrdom-of-st-symphorien,,French,758,578,0.12399609299283298,0.46409485030952985,0.39231475519241477
study-for-the-martyrdom-of-st-symphorien-1834-1,,French,1352,1740,0.12074246973875152,0.2836541271570584,0.6075637941703247
study-for-the-martyrdom-of-st-symphorien-1834-2,,French,1302,1759,0.15739550047354967,0.2957871148694727,0.7223150980455513
the-martyrdom-of-st-symphorian,1834,French,811,998,0.20706003756508026,0.43823132389891045,0.36154186470666244
antiochus-and-stratonice,,French,758,461,0.45388738321481603,0.3899538666550004,0.32883596057714637
raphael-and-fornarina,1840,French,538,723,0.12547444616378667,0.5516210010243671,0.5115798959091675
luigi-cherubini,1841,French,2220,2641,0.5516904674566151,0.3214419407888132,0.21459991340874257
cardboard-for-the-windows-of-the-chapel-of-st-ferdinand-st-raphael-archangel,,French,305,700,0.21401313832373425,0.3680346048916172,0.41581139734582345
cardboard-for-the-windows-of-the-chapel-of-st-ferdinand-charity,,French,512,512,0.23167884637326652,0.41347157891928465,0.6749373791264552
cardboard-for-the-windows-of-the-chapel-of-st-ferdinand-faith,,French,516,512,0.28491378849799726,0.34320413230780245,0.6798502455730353
cardboard-for-the-windows-of-the-chapel-of-st-ferdinand-hope,,French,507,512,0.34359989702117105,0.4006079924319459,0.638391652888966
cardboard-window-of-the-chapel-of-st-ferdinand-st-francis-of-assisi,,French,300,640,0.09481065822435943,0.22085053930324827,0.7593285334967321
cardboard-window-of-the-chapel-of-st-ferdinand-st-philip-the-apostle,,French,302,640,0.0963913235086494,0.23533951550269835,0.7675728801454356
duke-ferdinand-philippe-of-orleans-as-st-ferdinand-of-castile,,French,431,991,0.10958388937395383,0.3788888864240015,0.7023989115267009
luigi-cherubini-and-the-muse-of-lyric-poetry,1842,French,593,676,0.10076498583956527,0.5265602393628744,0.30164908814539126
odalisque-with-slave,1842,French,2024,1446,0.25149628160790155,0.41783009088465994,0.3860314618524494
odalisque-with-slave,1842,French,758,557,0.11265575103449799,0.4936420636725885,0.5794579135377926
odalisque-with-slave,,French,2024,1446,0.25149628160790155,0.41783009088465994,0.3860314618524494
odalisque-with-slave,,French,758,557,0.11265575103449799,0.4936420636725885,0.5794579135377926
portrait-of-ferdinand-philippe-duke-of-orleans,,French,605,996,0.22215341778357833,0.4454494779774111,0.20685560586211318
cardboard-for-the-windows-of-the-chapel-at-dreux-st-louis-saint-denis-first-bishop-of-paris,,French,351,650,0.4104328785497981,0.19527303268707827,0.557994301994302
hygin-edmond-ludovic-auguste-cave,,French,777,1000,0.21355494303545214,0.45474823434261896,0.5435210588740002
nude-woman-standing-front-view-hands-clasped-in-front-of-the-chest,,French,341,512,0.30731442172044976,0.11927371863385973,0.9044292620823992
st-genevieve-patroness-of-paris,,French,316,700,0.32385255150463854,0.18200168231444105,0.4591742899691521
the-archangel-raphael-is-the-prayers-of-god-to-men,,French,424,650,0.09868879169448755,0.3346398065083045,0.7202801161103048
portrait-of-countess-d-haussonville,,French,2129,3053,0.469501268307585,0.20555073047418743,0.4280555089757049
portrait-of-madame-frederic-reiset,1847,French,776,1000,0.2626917342231343,0.41531272175624634,0.40552441883970086
baronesss-betty-de-rothschild,,French,2018,2956,0.42443599428413903,0.40196708712346274,0.36868773716116643
nomination-of-a-prefect-of-rome-in-the-sistine-chapel,,French,600,485,0.10023535918789558,0.46207890277545816,0.42249694764503737
the-choir-of-the-sistine-chapel,,French,600,505,0.23284201064472235,0.4244511198358197,0.34241378373131437
venus-anadyomene,,French,800,1359,0.2904023607237735,0.17805813413538304,0.5601281146748619
countess-charles-d-agoult-and-her-daughter-claire-d-agoult,1849,French,2214,2677,0.12002981968344238,0.1741228028021799,0.8465648465694556
study-of-trees,1849,French,422,480,0.1894858822448318,0.3926036089420832,0.5748426029179444
view-of-the-acropolis-of-athens,1849,French,829,479,0.1994191767994202,0.4253156649295093,0.6196610536400483
jupiter-and-antiope,,French,758,570,0.18219294136991174,0.4410250950943704,0.27937814555531054
portrait-of-madame-moitessier-standing,,French,1960,2884,0.6034256218997953,0.4899980392896058,0.2773261149119838
study-of-baronne-james-de-rothschild-born-betty-von-rothschild,,French,1400,1940,0.11774321815799674,0.3917365701819965,0.8858619119812878
madame-gonse,1852,French,847,1000,0.5839457545504424,0.7214589356243356,0.2871634048660787
portrait-of-the-princesse-de-broglie,1853,French,2229,3008,0.42523861333289936,0.34639256604219715,0.44583854175147486
study-for-the-ceiling-of-city-hall-figure-symbolizing-the-city-of-madrid,,French,640,409,0.10948675672891303,0.2094457212215194,0.8622612391533634
the-apotheosis-of-napoleon-i,,French,2024,2103,0.32142869121155765,0.3754437156347692,0.5035622109062137
joan-of-arc-on-corronation-of-charles-vii-in-the-cathedral-of-reims,,French,596,800,0.1621414452732339,0.39073221224376686,0.21387062442426633
the-virgin-of-the-host,1854,French,600,600,0.31264746292913936,0.25310502330337054,0.4025194880174292
the-virgin-of-the-host,1854,French,552,650,0.510950025686043,0.6458764832125411,0.3086412770236299
the-virgin-of-the-host,1866,French,600,600,0.31264746292913936,0.25310502330337054,0.4025194880174292
the-virgin-of-the-host,1866,French,552,650,0.510950025686043,0.6458764832125411,0.3086412770236299
portrait-of-madame-moitessier-sitting,1856,French,2199,2883,0.23441351049608858,0.3791334200703564,0.42880999695269995
virgin-of-the-adoption,1858,French,1613,2000,0.3445744352089628,0.415555231785265,0.4159584114364903
angelica-in-chains,1859,French,769,1028,0.14490443929241906,0.23785348622304467,0.47659322592688397
delphine-ramel-madame-ingres,,French,802,996,0.48695521523345775,0.3160022043012286,0.27203244546323774
self-portrait-at-the-age-of-79-years-old,,French,1312,1602,0.1407360175405284,0.20913862765743035,0.13112896040697572
jesus-among-the-doctors,,French,567,480,0.1947609410639972,0.37818945334991366,0.3705466939862364
the-golden-age,,French,732,559,0.23564723164777807,0.460046650356158,0.498854412191184
the-turkish-bath,1863,French,921,946,0.19545914180356938,0.42508289408978744,0.4948682879000102
portrait-of-isabella-hittorff,,French,341,512,0.43139079198456803,0.11761304537997305,0.856952725188316
studies-for-jesus-among-the-doctors,,French,357,480,0.16192905232459096,0.2851510284333281,0.5348960564618003
women-s-group,,French,580,512,0.14343615209552946,0.23699913701465827,0.45560360674442185
alexander-baillie,,French,1265,1655,0.0994309476395975,0.21263456235699707,0.8319337262722332
alexis-rene-le-go,,French,1430,1955,0.0827500179849601,0.3405650876964347,0.8722962263151822
andre-benoit-barreau-called-taurel,,French,1874,2654,0.07151557965397065,0.18590568167430638,0.8569245987938595
antoine-thomeguex,,French,1457,2030,0.0797620129387816,0.20811038922050853,0.8958714455890986
aretino-and-tintoretto,,French,427,650,0.0740497504750304,0.18214314190829037,0.7828759064786069
birth-of-the-muses,,French,758,381,0.1352442066673004,0.46987976111309776,0.5130348520962275
charles-thevenin,,French,1709,2159,0.0971497472186443,0.19051455494865338,0.8680491660901726
don-pedro-of-toledo-kissing-the-sword-of-henri-iv-1,,French,543,680,0.23221675866630226,0.24165951806407512,0.38761110792491626
dr-louis-martinet,,French,1409,1865,0.08885299044206105,0.1664719471358408,0.9033369317564741
edmond-ramel-and-his-wife-born-irma-donbernard,,French,1655,2090,0.09865051604742553,0.337975820049882,0.8765104518570607
female-bust-in-profile-to-right,,French,640,489,0.119249428212232,0.1849387762695018,0.8293834205461327
figure-of-an-apostle-turned-right,,French,341,512,0.20018908692955073,0.06899697349323038,0.6063233137829913
franz-adolf-von-stuerler,,French,1424,1940,0.08393480581727018,0.5577146500293981,0.905548982131946
franz-liszt,,French,1430,1955,0.09320030399535295,0.4951378267177149,0.8817141111734165
head-of-a-young-blond-girl-with-blue-eyes-laure-zoega,,French,474,650,0.10149475445063291,0.4762016649177914,0.871235605959359
henriette-harvey-and-her-half-sister-elizabeth-norton-1,,French,447,650,0.08393254116753786,0.16321624976297508,0.8015482873927408
henry-iv-playing-with-his-children-1,,French,758,638,0.08518332500687333,0.6127131942264237,0.47288427202875916
jacques-marquet-baron-de-montbreton-de-norvins,,French,1289,1625,0.30629366498227245,0.05108977588251965,0.8653096920572851
jean-charles-auguste-simon,,French,1619,1859,0.297891755091024,0.1917839285163159,0.5961949231813036
jean-pierre-cortot-1,,French,1424,1829,0.11205954937935138,0.27891749750357586,0.9090192001017603
jean-louis-provost-seated-and-resting-his-left-arm-on-the-back-of-a-chair,,French,1082,2000,0.09566366883754193,0.3001202867479843,0.8673170725961362
john-russel-sixth-duke-of-bedford,,French,1460,1940,0.10536077465087654,0.26240771542832536,0.8987612376118369
king-philip-v-of-spain-making-marshal-james-fitzjames,,French,400,320,0.19754781418919368,0.5663092569506636,0.4674129901960785
lady-william-henry-cavendish-bentinck-born-lady-mary-acheson,,French,1348,1994,0.09656199903838306,0.16274047134646297,0.8812353975874202
lady-william-henry-cavendish-bentinck-born-lady-mary-acheson-i,,French,1375,1796,0.104220592420003,0.16996670286183233,0.8880680077335652
lord-graham-thomas-philip-robinson,,French,1445,2090,0.0881428240736507,0.13630536468120696,0.8588433797518606
lucien-bonaparte,,French,1430,1859,0.13863929862296545,0.25353803415028786,0.8741379248539962
luigi-calamatta,,French,1394,1820,0.11666616930453141,0.21864052951367158,0.9172050685410466
madame-alexandre-lethiere-born-rosa-meli-and-her-daughter-letizia,,French,1430,1949,0.11050649426177842,0.13904173700083783,0.8587910896938155
madame-charles-gounod-born-anna-zimmermann,,French,1505,1955,0.1068682443338753,0.3346548102373484,0.8732875417698159
madame-felix-gallois-born-nathalie-rose-joachime-bochet,,French,1415,1844,0.09222232883517237,0.29613492176968415,0.8480905321665084
madame-franz-adolf-von-stuerler-born-matilda-jarman,,French,1874,2624,0.08608074730415324,0.3198395846766366,0.9016557084868996
madame-frederic-reiset-born-augustine-modest-hortense-reiset-and-her-daughter-theres-hortense,,French,1460,1850,0.10266835521034275,0.20473668686396054,0.8943765664133112
madame-guillaume-mallet-born-anne-julie-houel,,French,1379,2114,0.3226901673581945,0.06131144623526021,0.8338011830946782
madame-jean-auguste-dominique-ingres-born-delphine-ramel,,French,1400,1835,0.09959310393161946,0.2904372592362787,0.7998469199123791
madame-jean-auguste-dominique-ingres-born-madeleine-chapelle,,French,1592,2020,0.10986399398371538,0.28143802000064955,0.8870197522264786
madame-jean-auguste-dominique-ingres-born-madeleine-chapelle-i,,French,1782,2239,0.08520734873352583,0.24546889388146367,0.8578399434045199
madame-jean-auguste-dominique-ingres-born-madeleine-chapelle-ii,,French,1070,1430,0.10636243825628315,0.3303928431374591,0.8892392602815914
mademoiselle-cecile-panckoucke,,French,1409,1919,0.0955724669994823,0.326107875826649,0.920037882361847
mademoiselle-mary-de-borderieux,,French,1204,1586,0.11432253222607092,0.5939768678811702,0.8670386906045444
man-draped-standing,,French,305,640,0.08962096792321039,0.28530704545169483,0.7273258598521378
monsignor-gabriel-cortois-de-pressigny,,French,1329,1887,0.09507453431799896,0.11787924550174152,0.868902287432754
mrs-charles-thomas-thruston-born-frances-edwards,,French,1055,1445,0.2373533743525718,0.09833968705828444,0.8983836994349385
naked-woman-lying-on-a-rock,,French,768,512,0.0840177754517844,0.26449982718733284,0.7068490720262716
odysseus-study-for-the-triumph-of-homer,,French,593,667,0.16618224326719283,0.4430016979663445,0.458119387880705
paolo-and-francesca,,French,1313,1769,0.17869146692039317,0.07621068779253076,0.8177622688742668
paolo-and-francesca-1,,French,518,650,0.0978868950278577,0.6813713966154793,0.5812235131058661
papal-ceremony-in-st-peter-s-in-rome-under-the-canopy-of-bernini,,French,758,469,0.10822102470412014,0.34658998845717826,0.5261335393055343
pere-desmarets,,French,1981,2641,0.36941173645735637,0.2431531667809238,0.4526079940126269
perseus-and-andromeda,,French,495,630,0.39611726326326185,0.45421502373682016,0.5565685865816583
portrait-bust-of-an-unknown,,French,637,650,0.2654307451115711,0.12637845168846684,0.683659849738712
portrait-bust-of-an-unknown-with-curly-hair-ears-and-cravat,,French,495,598,0.09115175153255242,0.34520432750923113,0.5345799260888774
portrait-of-a-young-man-2,,French,517,650,0.08106584766712745,0.662216920239749,0.4189297577683059
portrait-of-auguste-francois-talma-ensign-nephew-of-the-tragedian-talma,,French,509,650,0.2597697283883682,0.3009112741713972,0.3719617147750743
portrait-of-baroness-papenheim,,French,434,640,0.12509693913044057,0.11192122829155553,0.8827361751152075
portrait-of-bindo-altoviti,,French,371,480,0.13851794501833012,0.2544164608268267,0.2849602073533817
portrait-of-jean-marie-joseph-ingres,,French,587,550,0.4029811361658636,0.19699434709813607,0.4858253726765601
portrait-of-miss-barbara-bansi-sitting-in-an-italian-landscape,,French,489,650,0.11299811309972842,0.22657031321145976,0.6539388723870858
portrait-of-miss-bonnard,,French,502,650,0.0,0.0,0.7668928749556826
portrait-of-mr-ansar,,French,758,507,0.5088769681745032,0.2403664987033349,0.46258855407603616
portrait-of-mr-foureau,,French,484,640,0.10662098269761797,0.2637029046370085,0.8258650087100955
portrait-of-mr-guyot-desfontaines,,French,488,640,0.11777132879456274,0.1860769956981149,0.9028170955882354
portrait-of-mr-revoil-to-18-in-bust,,French,492,650,0.11476330650672446,0.268646665548793,0.7108321990459724
portrait-of-sir-drack,,French,500,650,0.11443665007204118,0.17348385520107074,0.7877344313725491
portrait-of-the-artist-delon,,French,517,512,0.15838722320848936,0.3159866411311417,0.380859552779042
project-medal-at-the-ecole-des-beaux-arts,,French,341,512,0.1121796816708249,0.2874263212083642,0.8359068402837676
study-for-the-apotheosis-of-homer-s-profile-raphael-hands-of-apelles-raphael-racine,,French,355,480,0.1121755124714182,0.5349897616496008,0.548143560710669
study-for-vicomtesse-d-hausonville-born-louise-albertine-de-broglie,,French,1107,1614,0.10361310325614774,0.4787159218207725,0.8537044510567082
study-naked-for-st-remy,,French,348,640,0.7673712514859173,0.1826450010522417,0.6583492506197881
study-of-a-woman-s-hands,,French,539,650,0.09159188981199716,0.5771377784093039,0.40424938646787384
study-of-seated-woman,,French,560,650,0.0942343409747686,0.32961568060868046,0.8242366300366301
study-of-the-naked-holy-isabella-of-france,,French,301,650,0.10079017005461643,0.1556702484507314,0.8302991436288291
the-oath-of-the-horatii-according-to-david,,French,758,580,0.09887976032323018,0.33958859163194505,0.7991947065424299
the-reverend-joseph-church,,French,1610,2027,0.09225283319876557,0.15194582892399652,0.8683495619993556
venus-at-paphos,,French,508,650,0.14259526295056557,0.4823236365725558,0.5162890464483796
victor-baltard,,French,1447,1936,0.09276865320704682,0.556950703792445,0.8785851574404966
victor-dourlen,,French,1379,2120,0.2680206003120644,0.051148286245572334,0.8720275111289616
virgin-and-child-with-candelabra,,French,488,650,0.11629486793121979,0.5954017112628142,0.46034962787132505
woman-and-child-study-for-the-martyrdom-of-saint-symphorien,,French,465,567,0.17034808333744206,0.5016335509878339,0.4165536141444497
women-with-three-arms,,French,677,650,0.07783790084002254,0.24633699633015477,0.748332288443158
silhouette-of-fanny-brawne,1829,French,275,520,0.09472567711865645,0.5573569908097933,0.5550608254490609
william-buckland-and-his-wife-and-son-frank-examining-buckland-s-natural-history-collection,1829,French,474,348,0.2901856048004014,0.10646426514866755,0.8230943238151751
colin-gibb-and-charles-gibb,1830,French,570,471,0.17028381440603552,0.23593845798641014,0.6218753619822422
cut-silhouette-of-four-full-figures,1830,French,768,639,0.1385368271130164,0.3176729508169685,0.709550465008643
niccol-paganini,1835,French,350,588,0.0,0.0,0.8181721641037366
cut-silhouette-of-two-women-facing-right,1837,French,664,768,0.09731955525490608,0.3946309021047209,0.5782326533462282
h-w-longfellow,1840,French,275,576,0.0,0.0,0.6431084373143198
lucinda-carpenter-tweeter-and-abigail-forrester,1841,French,800,657,0.10865734976889196,0.31637176587506644,0.6802484406243472
portrait-of-theophilus-parsons,1842,French,275,348,0.0,0.0,0.620369496178827
jane-anderson-esther-ainslie-helena-anderson-mrs-arkley-charles-atherton,,French,1280,870,0.3646123214752082,0.16104469128644458,0.5693765107336036
portrait-of-abbott-lawrence-family-in-their-library-no-5-park-street-boston,,French,567,352,0.0,0.0,0.3922681923498916
the-magic-lantern,,French,534,410,0.1129203657586936,0.38203693983474024,0.6159332935695517
the-emperor-napoleon-i,1815,French,457,556,0.19027828111938022,0.35665351163594794,0.3770142079154286
the-dog-of-the-regiment-wounded,1819,French,800,639,0.09741881408521243,0.43356758510389726,0.4760691644419896
the-wounded-trumpeteer,1819,French,800,644,0.08970101800880856,0.5155245039159295,0.5371213311411521
the-gate-at-clichy,1820,French,800,584,0.26378083249572076,0.29219457263186827,0.27007263127853887
the-start-of-the-race-of-the-riderless-horses,1820,French,650,555,0.2094729522755328,0.4542317486126387,0.384640680499504
the-battle-of-jemappes,1821,French,904,559,0.3318324234255478,0.1686893763316936,0.4342794869621982
the-battle-of-montmirail,1822,French,909,556,0.3167252801849743,0.252369091716029,0.35126084339284547
village-musicians,1832,French,800,991,0.10312134571227084,0.54435158718049,0.6081792109376547
the-lion-hunter,1833,French,777,1000,0.17410478533914342,0.5023796674355456,0.4684384586266941
the-battle-of-valmy-september-20th-1792,1835,French,1024,625,0.23808354348660427,0.19895208651396354,0.4071123590686276
the-lion-hunt,1836,French,800,559,0.265115610943047,0.4594246564641614,0.6785677329965978
the-last-grenadier-of-waterloo,,French,800,678,0.06720199243097516,0.7525516320974013,0.3511352232633466
two-soldiers-on-horseback,,French,800,551,0.5052923266329784,0.5044989512986431,0.22535867940642676
giotto-gardant-les-ch-vres,1850,French,1280,976,0.24324975905893487,0.4274355077759826,0.5528863778477578
an-arab-sheik,1870,French,575,490,0.09908408484140034,0.6802537265525039,0.18843272961358454
an-egyptian-peasant-woman-and-her-child,1870,French,300,545,0.12279788067580251,0.44165027297716636,0.3745113149847094
madame-pasca,1874,French,516,864,0.3573620207505528,0.2785194813930178,0.4257577244937596
fille-romaine-la-fontaine,1875,French,605,1023,0.1559873552581511,0.6507600143703817,0.5391307843755032
le-barbier-negre-a-suez,1876,French,652,902,0.1618769611545819,0.43806259107457907,0.3696497591595778
mary-sears-later-mrs-francis-shaw,1878,French,960,1593,0.2763422928113389,0.4674066703611622,0.18029739485247967
job,1880,French,1000,1270,0.5019391379587329,0.6952549752114732,0.24545902732746647
william-thompson-walters,1883,French,542,768,0.09008758443431274,0.4909097829215102,0.185203430618865
portrait-of-antoine-louis-barye-with-a-wax-model-of-seated-lion,1885,French,575,802,0.11976145234994334,0.35973412655279546,0.18499223382294472
portrait-of-george-aloysius-lucas,1885,French,1000,1365,0.0,0.0,0.2621732931121166
self-portrait-dedicated-to-william-walters,1885,French,497,599,0.42380285974259524,0.17157068184288035,0.20293795902522405
martyrdom-of-st-denis,,French,550,600,0.3945732366943301,0.24340429930896582,0.46669252525252514
le-cardinal-charles-lavigerie,1888,French,436,643,0.1235003481798129,0.4040828588824732,0.3761986153343869
a-portrait-of-a-young-girl,1889,French,3278,4041,0.08374097395630171,0.49852630898318995,0.3909168029575092
idylle,1890,French,979,1609,0.11311041527862699,0.5132189810728912,0.4434972863454918
le-triomphe-de-l-art,1894,French,4670,2989,0.18481187015812317,0.48358850395472985,0.4903596404686778
pierre-bienvenu-noailles,1899,French,398,599,0.5354818124423907,0.18433535763900719,0.3496388288623056
portrait-de-madame-dot-zac,1902,French,614,768,0.07442017706449855,0.5246853670033768,0.5374337689744735
portrait-of-monsieur-allard,1922,French,818,1024,0.17084378775755946,0.16350772146768933,0.2175239199056761
charles-ephrussi,,French,824,1023,0.5265781279034191,0.3679862803390218,0.2694685148494954
portrait-of-victor-hugo,,French,442,555,0.5439483989482369,0.7363241236377205,0.11297914363658305
aigle-et-lapin,,French,1024,806,0.5244401780767054,0.19920743181781603,0.6003501142625164
arabian-sheikhs-in-the-mountains,,French,1484,950,0.12074512213247905,0.3763735517680351,0.3976535011223955
fillette-endormie-d-tail,,French,1000,1269,0.4717010614265275,0.6212493230361841,0.24975120134736326
first-steps,,French,587,1024,0.08978831988892895,0.6193234852146224,0.320128545988242
fountain-by-st-peters-basilica-in-rome,,French,1208,1474,0.1075231258237651,0.7594267383894666,0.48453296299604787
jacob-wrestling-the-angel,,French,400,605,0.0862427392968492,0.4081934624237451,0.43856156214551933
the-broken-jug,,French,1220,2000,0.17515662453844966,0.35796767664657386,0.19529285278045647
the-resurrection-of-lazarus,,French,1400,1092,0.23284056237073328,0.5189424357773089,0.366061009018992
bowl-of-fruit,1857,French,1036,766,0.32907620785482194,0.5066723449855578,0.44336756013533773
portrait-of-alphonse-legros,,French,540,619,0.7254785337936603,0.42396356884229147,0.09920668776096568
the-two-sisters,1859,French,922,669,0.4210930410679615,0.3843706913404352,0.18756669507940785
bouquet-of-flowers,1860,French,568,733,0.22162876888345526,0.47279144498310005,0.39528774847948117
bouquet-of-flowers,1860,French,1101,716,0.19431606248376251,0.6205314245930547,0.4481992341281675
bouquet-of-flowers,1860,French,829,1074,0.10915873482757403,0.6225194049634288,0.2630636743424224
bouquet-of-flowers,1860,French,925,766,0.08572893870446482,0.5984816716966369,0.295895456199557
bouquet-of-flowers,1882,French,568,733,0.22162876888345526,0.47279144498310005,0.39528774847948117
bouquet-of-flowers,1882,French,1101,716,0.19431606248376251,0.6205314245930547,0.4481992341281675
bouquet-of-flowers,1882,French,829,1074,0.10915873482757403,0.6225194049634288,0.2630636743424224
bouquet-of-flowers,1882,French,925,766,0.08572893870446482,0.5984816716966369,0.295895456199557
bouquet-of-flowers,1894,French,568,733,0.22162876888345526,0.47279144498310005,0.39528774847948117
bouquet-of-flowers,1894,French,1101,716,0.19431606248376251,0.6205314245930547,0.4481992341281675
bouquet-of-flowers,1894,French,829,1074,0.10915873482757403,0.6225194049634288,0.2630636743424224
bouquet-of-flowers,1894,French,925,766,0.08572893870446482,0.5984816716966369,0.295895456199557
bouquet-of-flowers,1900,French,568,733,0.22162876888345526,0.47279144498310005,0.39528774847948117
bouquet-of-flowers,1900,French,1101,716,0.19431606248376251,0.6205314245930547,0.4481992341281675
bouquet-of-flowers,1900,French,829,1074,0.10915873482757403,0.6225194049634288,0.2630636743424224
bouquet-of-flowers,1900,French,925,766,0.08572893870446482,0.5984816716966369,0.295895456199557
flowers-cyclamens,1860,French,588,800,0.06823773434836598,0.5201378671055651,0.26211546285180726
a-plate-of-apples,1861,French,503,400,0.20320096506709928,0.26125782042157747,0.3016253849452306
autumn-flowers,1861,French,841,1059,0.08309548484052919,0.47632387519149605,0.2709186950367127
dahlias-queens-daisies-roses-and-corn-flowers,,French,628,800,0.6115606681459894,0.3981152640393114,0.2278493349569128
self-portrait-1861-1,,French,320,385,0.0775766456422531,0.5670759427682421,0.5078843901196841
the-reader-marie-fantin-latour-the-artist-s-sister,1861,French,475,566,0.07557792645352006,0.6603104903941225,0.3955184281635287
autumn-bouquet,1862,French,897,735,0.6158011389380919,0.31767233044504634,0.4208043559304064
flowers,1862,French,978,1195,0.6518679586545566,0.38360172021053596,0.2197714960067418
flowers,1862,French,710,727,0.3426395618293535,0.5611438557270692,0.270320706774292
flowers,1862,French,479,1007,0.43183727337170924,0.49284379789796323,0.20817523477537786
flowers,1862,French,970,826,0.20322776731180311,0.549175063590521,0.3767049073692033
flowers,1862,French,857,1000,0.5061230321950281,0.4232462028296358,0.23181268904294508
flowers,1863,French,978,1195,0.6518679586545566,0.38360172021053596,0.2197714960067418
flowers,1863,French,710,727,0.3426395618293535,0.5611438557270692,0.270320706774292
flowers,1863,French,479,1007,0.43183727337170924,0.49284379789796323,0.20817523477537786
flowers,1863,French,970,826,0.20322776731180311,0.549175063590521,0.3767049073692033
flowers,1863,French,857,1000,0.5061230321950281,0.4232462028296358,0.23181268904294508
flowers,1871,French,978,1195,0.6518679586545566,0.38360172021053596,0.2197714960067418
flowers,1871,French,710,727,0.3426395618293535,0.5611438557270692,0.270320706774292
flowers,1871,French,479,1007,0.43183727337170924,0.49284379789796323,0.20817523477537786
flowers,1871,French,970,826,0.20322776731180311,0.549175063590521,0.3767049073692033
flowers,1871,French,857,1000,0.5061230321950281,0.4232462028296358,0.23181268904294508
flowers,1882,French,978,1195,0.6518679586545566,0.38360172021053596,0.2197714960067418
flowers,1882,French,710,727,0.3426395618293535,0.5611438557270692,0.270320706774292
flowers,1882,French,479,1007,0.43183727337170924,0.49284379789796323,0.20817523477537786
flowers,1882,French,970,826,0.20322776731180311,0.549175063590521,0.3767049073692033
flowers,1882,French,857,1000,0.5061230321950281,0.4232462028296358,0.23181268904294508
flowers,,French,978,1195,0.6518679586545566,0.38360172021053596,0.2197714960067418
flowers,,French,710,727,0.3426395618293535,0.5611438557270692,0.270320706774292
flowers,,French,479,1007,0.43183727337170924,0.49284379789796323,0.20817523477537786
flowers,,French,970,826,0.20322776731180311,0.549175063590521,0.3767049073692033
flowers,,French,857,1000,0.5061230321950281,0.4232462028296358,0.23181268904294508
flowers-1862-1,,French,853,1076,0.2086567172075899,0.4174311401052607,0.2283454194117451
flowers-camelias-and-tulips,1862,French,810,979,0.1054666092911103,0.5345851634735949,0.27936541988388935
narcissus-and-tulips,1862,French,581,702,0.1447283636919292,0.364262386241781,0.25158517187810836
plate-of-peaches,1862,French,1036,572,0.06412663166604489,0.6318781895936905,0.39013555998850113
still-life-of-four-peaches,1862,French,800,492,0.08919608653342373,0.5214358993197984,0.3076848796429141
still-life-with-flowers,1862,French,666,800,0.2684984826359792,0.4151560834176709,0.2201003650709533
still-life-with-flowers,1862,French,644,801,0.18171247018293185,0.6379151857588231,0.20616652458084686
still-life-with-flowers,1862,French,650,522,0.13684562699267855,0.39957230515030046,0.40934203637246236
still-life-with-flowers,1862,French,800,687,0.3867003073558987,0.36242447851067844,0.36621475154836325
still-life-with-flowers,1864,French,666,800,0.2684984826359792,0.4151560834176709,0.2201003650709533
still-life-with-flowers,1864,French,644,801,0.18171247018293185,0.6379151857588231,0.20616652458084686
still-life-with-flowers,1864,French,650,522,0.13684562699267855,0.39957230515030046,0.40934203637246236
still-life-with-flowers,1864,French,800,687,0.3867003073558987,0.36242447851067844,0.36621475154836325
still-life-with-flowers,,French,666,800,0.2684984826359792,0.4151560834176709,0.2201003650709533
still-life-with-flowers,,French,644,801,0.18171247018293185,0.6379151857588231,0.20616652458084686
still-life-with-flowers,,French,650,522,0.13684562699267855,0.39957230515030046,0.40934203637246236
still-life-with-flowers,,French,800,687,0.3867003073558987,0.36242447851067844,0.36621475154836325
still-life-with-flowers,1881,French,666,800,0.2684984826359792,0.4151560834176709,0.2201003650709533
still-life-with-flowers,1881,French,644,801,0.18171247018293185,0.6379151857588231,0.20616652458084686
still-life-with-flowers,1881,French,650,522,0.13684562699267855,0.39957230515030046,0.40934203637246236
still-life-with-flowers,1881,French,800,687,0.3867003073558987,0.36242447851067844,0.36621475154836325
the-muse-richard-wagner,1862,French,317,480,0.09124943115850319,0.30085840514505136,0.3171725582977671
diverse-flowers,1864,French,716,1017,0.09766374390779893,0.49893626815126335,0.38834674699244187
homage-to-delacroix,1864,French,785,498,0.08601541302584494,0.662655555356565,0.35344241459405745
peonies-in-a-vase,1864,French,543,784,0.11392239153145185,0.527037639149984,0.318115118975767
portrait-of-ruth-edwards,1864,French,324,400,0.18602417101627927,0.38623301467810406,0.49615401839748247
white-cup-and-saucer,1864,French,1000,674,0.2977547180697005,0.49286035905909503,0.28569217431779836
